strategy,student_type,success,total_steps,final_mastery,reached_mastery_step,remediation_count,unnecessary_remediations,final_accuracy
AB1_Baseline,Careless,1,11,0.8126,11,0,0,0.6364
AB1_Baseline,Careless,1,11,0.8059,11,0,0,0.6364
AB1_Baseline,Careless,1,22,0.804,22,0,0,0.7273
AB1_Baseline,Careless,1,17,0.8035,17,0,0,0.4118
AB1_Baseline,Careless,1,21,0.8013,21,0,0,0.381
AB1_Baseline,Weak,0,40,0.683,,0,0,0.675
AB1_Baseline,Weak,0,40,0.3558,,0,0,0.35
AB1_Baseline,Weak,0,40,0.6459,,0,0,0.65
AB1_Baseline,Weak,0,40,0.7012,,0,0,0.65
AB1_Baseline,Weak,0,40,0.6005,,0,0,0.65
AB1_Baseline,Weak,0,40,0.4065,,0,0,0.4
AB1_Baseline,Weak,0,40,0.4829,,0,0,0.4
AB1_Baseline,Weak,0,40,0.6051,,0,0,0.475
AB1_Baseline,Weak,0,40,0.5414,,0,0,0.5
AB1_Baseline,Weak,0,40,0.4917,,0,0,0.525
AB1_Baseline,Weak,0,40,0.5873,,0,0,0.4
AB1_Baseline,Weak,0,40,0.7103,,0,0,0.6
AB1_Baseline,Weak,0,40,0.7492,,0,0,0.65
AB1_Baseline,Weak,0,40,0.7663,,0,0,0.775
AB1_Baseline,Weak,0,40,0.5129,,0,0,0.45
AB1_Baseline,Weak,0,40,0.5882,,0,0,0.5
AB1_Baseline,Weak,0,40,0.5506,,0,0,0.375
AB1_Baseline,Weak,0,40,0.5107,,0,0,0.475
AB1_Baseline,Weak,0,40,0.7359,,0,0,0.675
AB1_Baseline,Weak,0,40,0.7688,,0,0,0.75
AB1_Baseline,Weak,0,40,0.4513,,0,0,0.375
AB1_Baseline,Weak,0,40,0.602,,0,0,0.65
AB1_Baseline,Weak,0,40,0.4116,,0,0,0.25
AB1_Baseline,Weak,0,40,0.5619,,0,0,0.55
AB1_Baseline,Weak,0,40,0.5359,,0,0,0.55
AB1_Baseline,Weak,0,40,0.4981,,0,0,0.4
AB1_Baseline,Weak,0,40,0.5829,,0,0,0.475
AB1_Baseline,Weak,0,40,0.5369,,0,0,0.45
AB1_Baseline,Weak,0,40,0.6978,,0,0,0.625
AB1_Baseline,Weak,0,40,0.292,,0,0,0.15
AB1_Baseline,Weak,0,40,0.6729,,0,0,0.625
AB1_Baseline,Weak,0,40,0.5533,,0,0,0.425
AB1_Baseline,Weak,0,40,0.5357,,0,0,0.35
AB1_Baseline,Weak,0,40,0.5011,,0,0,0.4
AB1_Baseline,Weak,0,40,0.593,,0,0,0.625
AB1_Baseline,Weak,0,40,0.4053,,0,0,0.3
AB1_Baseline,Weak,0,40,0.568,,0,0,0.525
AB1_Baseline,Weak,0,40,0.6539,,0,0,0.6
AB1_Baseline,Weak,0,40,0.5866,,0,0,0.575
AB1_Baseline,Weak,0,40,0.5507,,0,0,0.575
AB1_Baseline,Weak,0,40,0.5727,,0,0,0.525
AB1_Baseline,Weak,0,40,0.7556,,0,0,0.575
AB1_Baseline,Weak,0,40,0.4061,,0,0,0.375
AB1_Baseline,Weak,0,40,0.6819,,0,0,0.675
AB1_Baseline,Weak,0,40,0.4552,,0,0,0.4
AB1_Baseline,Weak,0,40,0.6144,,0,0,0.6
AB1_Baseline,Weak,0,40,0.6205,,0,0,0.625
AB1_Baseline,Weak,0,40,0.4312,,0,0,0.425
AB1_Baseline,Weak,0,40,0.6167,,0,0,0.575
AB1_Baseline,Weak,0,40,0.4607,,0,0,0.325
AB1_Baseline,Weak,0,40,0.5069,,0,0,0.575
AB1_Baseline,Weak,0,40,0.5467,,0,0,0.55
AB1_Baseline,Weak,0,40,0.6952,,0,0,0.6
AB1_Baseline,Weak,0,40,0.5216,,0,0,0.525
AB1_Baseline,Weak,0,40,0.5008,,0,0,0.5
AB1_Baseline,Weak,0,40,0.6685,,0,0,0.65
AB1_Baseline,Weak,0,40,0.5179,,0,0,0.575
AB1_Baseline,Weak,0,40,0.5817,,0,0,0.625
AB1_Baseline,Weak,0,40,0.5503,,0,0,0.45
AB1_Baseline,Weak,0,40,0.3172,,0,0,0.225
AB1_Baseline,Weak,0,40,0.2146,,0,0,0.15
AB1_Baseline,Weak,0,40,0.5744,,0,0,0.575
AB1_Baseline,Weak,0,40,0.4831,,0,0,0.55
AB1_Baseline,Weak,0,40,0.6857,,0,0,0.725
AB1_Baseline,Weak,0,40,0.5415,,0,0,0.475
AB1_Baseline,Weak,1,39,0.8289,39,0,0,0.641
AB1_Baseline,Weak,0,40,0.782,,0,0,0.6
AB1_Baseline,Weak,0,40,0.619,,0,0,0.525
AB1_Baseline,Weak,0,40,0.5725,,0,0,0.7
AB1_Baseline,Weak,0,40,0.5443,,0,0,0.6
AB1_Baseline,Weak,0,40,0.4776,,0,0,0.4
AB1_Baseline,Weak,0,40,0.5441,,0,0,0.4
AB1_Baseline,Weak,0,40,0.7149,,0,0,0.65
AB1_Baseline,Weak,0,40,0.5856,,0,0,0.525
AB1_Baseline,Weak,0,40,0.6228,,0,0,0.525
AB1_Baseline,Weak,0,40,0.7233,,0,0,0.675
AB1_Baseline,Weak,0,40,0.6253,,0,0,0.45
AB1_Baseline,Weak,0,40,0.599,,0,0,0.45
AB1_Baseline,Weak,0,40,0.5419,,0,0,0.525
AB1_Baseline,Weak,0,40,0.4355,,0,0,0.325
AB1_Baseline,Weak,0,40,0.4557,,0,0,0.475
AB1_Baseline,Weak,0,40,0.718,,0,0,0.55
AB1_Baseline,Weak,0,40,0.7478,,0,0,0.65
AB1_Baseline,Weak,0,40,0.4879,,0,0,0.35
AB1_Baseline,Weak,0,40,0.5137,,0,0,0.425
AB1_Baseline,Weak,0,40,0.6215,,0,0,0.55
AB1_Baseline,Weak,0,40,0.5359,,0,0,0.575
AB1_Baseline,Weak,0,40,0.4959,,0,0,0.4
AB1_Baseline,Weak,0,40,0.5905,,0,0,0.475
AB1_Baseline,Weak,0,40,0.6306,,0,0,0.5
AB1_Baseline,Weak,0,40,0.5385,,0,0,0.5
AB1_Baseline,Weak,0,40,0.4336,,0,0,0.4
AB1_Baseline,Weak,0,40,0.4802,,0,0,0.55
AB1_Baseline,Weak,0,40,0.2895,,0,0,0.2
AB1_Baseline,Weak,0,40,0.7957,,0,0,0.85
AB1_Baseline,Weak,0,40,0.6855,,0,0,0.6
AB1_Baseline,Weak,1,40,0.8055,40,0,0,0.65
AB1_Baseline,Weak,0,40,0.7235,,0,0,0.7
AB1_Baseline,Weak,0,40,0.5485,,0,0,0.575
AB1_Baseline,Weak,1,40,0.8088,40,0,0,0.65
AB1_Baseline,Average,1,35,0.8097,35,0,0,0.7143
AB1_Baseline,Average,1,37,0.8046,37,0,0,0.7297
AB1_Baseline,Average,1,27,0.8347,27,0,0,0.7407
AB1_Baseline,Average,1,37,0.8003,37,0,0,0.5405
AB1_Baseline,Average,0,40,0.7872,,0,0,0.625
AB1_Baseline,Average,1,32,0.8029,32,0,0,0.75
AB1_Baseline,Average,0,40,0.7212,,0,0,0.7
AB1_Baseline,Average,0,40,0.7688,,0,0,0.575
AB1_Baseline,Average,1,27,0.8065,27,0,0,0.5926
AB1_Baseline,Average,1,40,0.8366,40,0,0,0.625
AB1_Baseline,Average,1,23,0.8138,23,0,0,0.6087
AB1_Baseline,Average,1,32,0.8078,32,0,0,0.5625
AB1_Baseline,Average,1,30,0.8188,30,0,0,0.7333
AB1_Baseline,Average,1,27,0.8072,27,0,0,0.6667
AB1_Baseline,Average,0,40,0.7802,,0,0,0.675
AB1_Baseline,Average,0,40,0.7938,,0,0,0.75
AB1_Baseline,Average,1,26,0.8001,26,0,0,0.6923
AB1_Baseline,Average,1,30,0.8109,30,0,0,0.5333
AB1_Baseline,Average,1,22,0.8095,22,0,0,0.7727
AB1_Baseline,Average,1,35,0.8127,35,0,0,0.6
AB1_Baseline,Average,0,40,0.7652,,0,0,0.6
AB1_Baseline,Average,1,32,0.8027,32,0,0,0.625
AB1_Baseline,Average,1,16,0.8007,16,0,0,0.875
AB1_Baseline,Average,1,22,0.8055,22,0,0,0.8636
AB1_Baseline,Average,0,40,0.7971,,0,0,0.65
AB1_Baseline,Average,0,40,0.7394,,0,0,0.6
AB1_Baseline,Average,1,25,0.8109,25,0,0,0.72
AB1_Baseline,Average,1,23,0.8033,23,0,0,0.7391
AB1_Baseline,Average,1,23,0.8291,23,0,0,0.8261
AB1_Baseline,Average,0,40,0.7755,,0,0,0.5
AB1_Baseline,Average,0,40,0.7255,,0,0,0.4
AB1_Baseline,Average,0,40,0.7703,,0,0,0.55
AB1_Baseline,Average,1,22,0.8008,22,0,0,0.8636
AB1_Baseline,Average,0,40,0.7535,,0,0,0.475
AB1_Baseline,Average,0,40,0.7815,,0,0,0.5
AB1_Baseline,Average,0,40,0.763,,0,0,0.675
AB1_Baseline,Average,0,40,0.772,,0,0,0.7
AB1_Baseline,Average,0,40,0.7851,,0,0,0.625
AB1_Baseline,Average,1,15,0.8082,15,0,0,0.8667
AB1_Baseline,Average,1,17,0.8048,17,0,0,0.7647
AB1_Baseline,Average,1,19,0.8081,19,0,0,0.6842
AB1_Baseline,Average,1,22,0.8129,22,0,0,0.7273
AB1_Baseline,Average,0,40,0.7714,,0,0,0.625
AB1_Baseline,Average,1,25,0.8033,25,0,0,0.8
AB1_Baseline,Average,1,37,0.8209,37,0,0,0.7297
AB1_Baseline,Average,0,40,0.797,,0,0,0.525
AB1_Baseline,Average,1,35,0.8144,35,0,0,0.5143
AB1_Baseline,Average,1,19,0.8072,19,0,0,0.7368
AB1_Baseline,Average,1,27,0.8065,27,0,0,0.7407
AB1_Baseline,Average,0,40,0.7856,,0,0,0.5
AB1_Baseline,Average,0,40,0.7522,,0,0,0.625
AB1_Baseline,Average,1,21,0.8077,21,0,0,0.6667
AB1_Baseline,Average,0,40,0.6874,,0,0,0.5
AB1_Baseline,Average,1,27,0.8105,27,0,0,0.6296
AB1_Baseline,Average,1,31,0.8073,31,0,0,0.6774
AB1_Baseline,Average,0,40,0.7704,,0,0,0.525
AB1_Baseline,Average,1,32,0.806,32,0,0,0.8125
AB1_Baseline,Average,1,35,0.8031,35,0,0,0.7143
AB1_Baseline,Average,0,40,0.7523,,0,0,0.575
AB1_Baseline,Average,1,32,0.8021,32,0,0,0.5625
AB1_Baseline,Average,1,27,0.8051,27,0,0,0.8519
AB1_Baseline,Average,0,40,0.7616,,0,0,0.475
AB1_Baseline,Average,0,40,0.7513,,0,0,0.5
AB1_Baseline,Average,1,35,0.8355,35,0,0,0.7429
AB1_Baseline,Average,0,40,0.73,,0,0,0.625
AB1_Baseline,Average,1,22,0.8077,22,0,0,0.7273
AB1_Baseline,Average,0,40,0.7954,,0,0,0.6
AB1_Baseline,Average,1,35,0.8219,35,0,0,0.6857
AB1_Baseline,Average,1,30,0.8009,30,0,0,0.7667
AB1_Baseline,Average,1,25,0.8099,25,0,0,0.68
AB1_Baseline,Average,0,40,0.7747,,0,0,0.425
AB1_Baseline,Average,1,37,0.8076,37,0,0,0.6486
AB1_Baseline,Average,0,40,0.7821,,0,0,0.55
AB1_Baseline,Average,1,35,0.8029,35,0,0,0.7429
AB1_Baseline,Average,1,36,0.8022,36,0,0,0.6389
AB1_Baseline,Average,0,40,0.792,,0,0,0.625
AB1_Baseline,Average,1,19,0.8066,19,0,0,0.9474
AB1_Baseline,Average,0,40,0.7667,,0,0,0.575
AB1_Baseline,Average,1,27,0.8359,27,0,0,0.7037
AB1_Baseline,Average,1,40,0.8051,40,0,0,0.6
AB1_Baseline,Average,0,40,0.7267,,0,0,0.6
AB1_Baseline,Average,1,20,0.8098,20,0,0,0.75
AB1_Baseline,Average,1,28,0.8268,28,0,0,0.75
AB1_Baseline,Average,1,31,0.8029,31,0,0,0.7097
AB1_Baseline,Average,1,25,0.8061,25,0,0,0.68
AB1_Baseline,Average,1,22,0.8098,22,0,0,0.6364
AB1_Baseline,Average,1,37,0.8092,37,0,0,0.5135
AB1_Baseline,Average,1,26,0.8013,26,0,0,0.7692
AB1_Baseline,Average,0,40,0.6756,,0,0,0.425
AB1_Baseline,Average,1,25,0.813,25,0,0,0.64
AB1_Baseline,Average,1,21,0.8082,21,0,0,0.8095
AB1_Baseline,Average,0,40,0.7708,,0,0,0.6
AB1_Baseline,Average,0,40,0.7891,,0,0,0.65
AB1_Baseline,Average,1,37,0.8051,37,0,0,0.7027
AB1_Baseline,Average,1,34,0.8322,34,0,0,0.6471
AB1_Baseline,Average,1,24,0.8001,24,0,0,0.7083
AB1_Baseline,Average,0,40,0.7772,,0,0,0.65
AB1_Baseline,Average,1,29,0.8233,29,0,0,0.6207
AB1_Baseline,Average,1,20,0.829,20,0,0,0.8
AB1_Baseline,Average,1,35,0.8006,35,0,0,0.6
AB2_RuleBased,Careless,1,12,0.8024,12,1,0,0.5
AB2_RuleBased,Careless,1,24,0.8022,24,3,2,0.4583
AB2_RuleBased,Careless,1,12,0.8036,12,1,1,0.5
AB2_RuleBased,Careless,1,17,0.8024,17,2,2,0.5882
AB2_RuleBased,Careless,1,19,0.8004,19,3,2,0.4737
AB2_RuleBased,Careless,1,20,0.8234,20,1,1,0.55
AB2_RuleBased,Careless,1,22,0.814,22,1,1,0.5909
AB2_RuleBased,Careless,1,20,0.8045,20,3,3,0.55
AB2_RuleBased,Careless,1,12,0.8071,12,1,1,0.5833
AB2_RuleBased,Careless,1,11,0.801,11,2,2,0.4545
AB2_RuleBased,Careless,1,17,0.8149,17,3,3,0.4706
AB2_RuleBased,Careless,1,11,0.8076,11,1,1,0.6364
AB2_RuleBased,Careless,1,8,0.8089,8,0,0,0.75
AB2_RuleBased,Careless,1,27,0.8022,27,4,3,0.4815
AB2_RuleBased,Careless,1,22,0.8105,22,5,5,0.4091
AB2_RuleBased,Careless,1,22,0.8067,22,2,2,0.5455
AB2_RuleBased,Careless,1,20,0.801,20,3,2,0.45
AB2_RuleBased,Careless,1,26,0.8036,26,4,4,0.4615
AB2_RuleBased,Careless,1,26,0.8099,26,4,4,0.4231
AB2_RuleBased,Careless,1,17,0.8006,17,1,1,0.5294
AB2_RuleBased,Careless,1,10,0.8147,10,1,0,0.7
AB2_RuleBased,Careless,1,11,0.8065,11,2,1,0.5455
AB2_RuleBased,Careless,1,9,0.8055,9,1,1,0.6667
AB2_RuleBased,Careless,1,9,0.8114,9,0,0,0.7778
AB2_RuleBased,Careless,1,5,0.8046,5,0,0,0.8
AB2_RuleBased,Careless,1,21,0.8054,21,3,1,0.5714
AB2_RuleBased,Careless,1,21,0.8116,21,3,3,0.5714
AB2_RuleBased,Careless,1,17,0.8059,17,3,3,0.4706
AB2_RuleBased,Careless,1,18,0.8168,18,1,1,0.5556
AB2_RuleBased,Careless,1,16,0.8007,16,2,2,0.5
AB2_RuleBased,Careless,1,12,0.8007,12,1,1,0.5833
AB2_RuleBased,Careless,1,27,0.8007,27,5,5,0.4074
AB2_RuleBased,Careless,1,25,0.8048,25,5,5,0.4
AB2_RuleBased,Careless,1,10,0.8015,10,2,2,0.6
AB2_RuleBased,Careless,1,18,0.8233,18,3,3,0.5
AB2_RuleBased,Careless,1,14,0.8013,14,1,1,0.7143
AB2_RuleBased,Careless,1,16,0.8085,16,2,1,0.5625
AB2_RuleBased,Careless,1,16,0.8002,16,2,1,0.5
AB2_RuleBased,Careless,1,21,0.8097,21,3,3,0.5238
AB2_RuleBased,Careless,1,26,0.8042,26,4,2,0.4615
AB2_RuleBased,Careless,1,18,0.8071,18,3,3,0.4444
AB2_RuleBased,Careless,1,20,0.803,20,2,2,0.65
AB2_RuleBased,Careless,1,13,0.8056,13,1,1,0.6923
AB2_RuleBased,Careless,1,27,0.8017,27,5,4,0.5556
AB2_RuleBased,Careless,1,7,0.8019,7,0,0,0.8571
AB2_RuleBased,Careless,1,27,0.8333,27,2,1,0.4444
AB2_RuleBased,Careless,1,17,0.8057,17,2,2,0.4706
AB2_RuleBased,Careless,1,18,0.8011,18,2,2,0.4444
AB2_RuleBased,Careless,1,15,0.813,15,2,2,0.6
AB2_RuleBased,Careless,1,11,0.8092,11,1,1,0.6364
AB2_RuleBased,Careless,1,13,0.8021,13,2,1,0.6154
AB2_RuleBased,Careless,1,27,0.813,27,1,0,0.6667
AB2_RuleBased,Careless,1,27,0.8197,27,3,3,0.5185
AB2_RuleBased,Careless,1,19,0.8028,19,2,1,0.5789
AB2_RuleBased,Careless,1,29,0.8016,29,2,2,0.5517
AB2_RuleBased,Careless,1,11,0.805,11,1,1,0.5455
AB2_RuleBased,Careless,1,24,0.8054,24,5,5,0.375
AB2_RuleBased,Careless,1,7,0.8033,7,1,1,0.7143
AB2_RuleBased,Careless,1,12,0.8038,12,1,1,0.6667
AB2_RuleBased,Careless,1,9,0.8187,9,0,0,0.8889
AB2_RuleBased,Careless,0,40,0.7875,,8,8,0.325
AB2_RuleBased,Careless,1,20,0.8102,20,4,2,0.5
AB2_RuleBased,Careless,1,12,0.8026,12,1,0,0.5833
AB2_RuleBased,Careless,1,15,0.8047,15,1,0,0.6667
AB2_RuleBased,Careless,1,11,0.803,11,1,1,0.6364
AB2_RuleBased,Careless,1,15,0.811,15,1,0,0.6
AB2_RuleBased,Careless,1,12,0.8203,12,0,0,0.75
AB2_RuleBased,Careless,1,11,0.8026,11,0,0,0.8182
AB2_RuleBased,Careless,1,26,0.813,26,5,4,0.3846
AB2_RuleBased,Careless,1,10,0.805,10,0,0,0.7
AB2_RuleBased,Careless,1,9,0.8033,9,0,0,0.7778
AB2_RuleBased,Careless,1,17,0.8043,17,2,2,0.5882
AB2_RuleBased,Careless,1,5,0.8012,5,0,0,1.0
AB2_RuleBased,Careless,1,27,0.8123,27,4,1,0.4815
AB2_RuleBased,Careless,1,11,0.8001,11,1,1,0.6364
AB2_RuleBased,Careless,1,30,0.8024,30,5,5,0.5
AB2_RuleBased,Careless,1,23,0.8097,23,4,4,0.4783
AB2_RuleBased,Careless,1,10,0.8014,10,1,1,0.6
AB2_RuleBased,Careless,1,27,0.8049,27,5,5,0.4444
AB2_RuleBased,Careless,1,6,0.8023,6,0,0,1.0
AB2_RuleBased,Careless,1,10,0.8039,10,0,0,0.8
AB2_RuleBased,Careless,1,19,0.8018,19,2,2,0.5263
AB2_RuleBased,Careless,1,19,0.8212,19,3,2,0.5263
AB2_RuleBased,Careless,1,6,0.805,6,0,0,1.0
AB2_RuleBased,Careless,1,25,0.8104,25,3,2,0.48
AB2_RuleBased,Careless,1,12,0.8071,12,1,1,0.5
AB2_RuleBased,Careless,1,33,0.8133,33,5,3,0.4545
AB2_RuleBased,Careless,1,14,0.8074,14,1,1,0.7143
AB2_RuleBased,Careless,1,16,0.8037,16,3,2,0.5
AB2_RuleBased,Careless,1,15,0.8087,15,2,1,0.6
AB2_RuleBased,Careless,1,16,0.8083,16,2,2,0.5625
AB2_RuleBased,Careless,1,5,0.8,5,0,0,0.8
AB2_RuleBased,Careless,1,12,0.8113,12,2,2,0.5833
AB2_RuleBased,Careless,1,18,0.8177,18,2,2,0.5556
AB2_RuleBased,Careless,1,19,0.8083,19,3,3,0.4737
AB2_RuleBased,Careless,1,9,0.8192,9,0,0,0.8889
AB2_RuleBased,Careless,1,20,0.8088,20,3,3,0.45
AB2_RuleBased,Careless,1,16,0.8073,16,2,2,0.5625
AB2_RuleBased,Careless,1,22,0.8056,22,3,3,0.4091
AB2_RuleBased,Careless,1,12,0.8053,12,1,1,0.6667
AB2_RuleBased,Weak,0,40,0.4958,,12,0,0.275
AB2_RuleBased,Weak,0,40,0.4576,,11,0,0.3
AB2_RuleBased,Weak,0,40,0.6228,,8,0,0.575
AB2_RuleBased,Weak,0,40,0.5868,,6,0,0.525
AB2_RuleBased,Weak,0,40,0.6311,,12,0,0.625
AB2_RuleBased,Weak,0,40,0.7132,,5,0,0.675
AB2_RuleBased,Weak,0,40,0.5974,,6,0,0.525
AB2_RuleBased,Weak,0,40,0.6241,,9,0,0.525
AB2_RuleBased,Weak,0,40,0.5753,,8,0,0.65
AB2_RuleBased,Weak,0,40,0.6411,,9,0,0.55
AB2_RuleBased,Weak,0,40,0.5816,,9,0,0.45
AB2_RuleBased,Weak,0,40,0.5658,,11,0,0.5
AB2_RuleBased,Weak,0,40,0.6634,,9,0,0.5
AB2_RuleBased,Weak,0,40,0.6075,,8,0,0.5
AB2_RuleBased,Weak,0,40,0.5848,,5,0,0.6
AB2_RuleBased,Weak,0,40,0.4913,,13,0,0.45
AB2_RuleBased,Weak,0,40,0.7444,,5,0,0.7
AB2_RuleBased,Weak,0,40,0.6781,,7,0,0.575
AB2_RuleBased,Weak,0,40,0.4845,,11,0,0.5
AB2_RuleBased,Weak,0,40,0.6593,,7,0,0.425
AB2_RuleBased,Weak,0,40,0.7398,,2,0,0.725
AB2_RuleBased,Weak,0,40,0.4471,,12,0,0.35
AB2_RuleBased,Weak,0,40,0.6755,,7,0,0.55
AB2_RuleBased,Weak,0,40,0.7319,,6,0,0.55
AB2_RuleBased,Weak,0,40,0.4788,,11,0,0.425
AB2_RuleBased,Weak,0,40,0.5737,,10,0,0.5
AB2_RuleBased,Weak,0,40,0.5444,,8,0,0.6
AB2_RuleBased,Weak,0,40,0.6228,,6,0,0.7
AB2_RuleBased,Weak,0,40,0.5539,,13,0,0.525
AB2_RuleBased,Weak,0,40,0.5888,,9,0,0.4
AB2_RuleBased,Weak,0,40,0.6899,,6,0,0.55
AB2_RuleBased,Weak,0,40,0.5196,,11,0,0.525
AB2_RuleBased,Weak,0,40,0.5573,,12,0,0.475
