strategy,student_type,success,total_steps,final_mastery,reached_mastery_step,remediation_count,unnecessary_remediations,final_accuracy
AB1_Baseline,Careless,0,30,0.7014,,0,0,0.5333
AB1_Baseline,Careless,0,30,0.7049,,0,0,0.5333
AB1_Baseline,Careless,1,25,0.8562,25,0,0,0.68
AB1_Baseline,Careless,0,30,0.692,,0,0,0.5667
AB1_Baseline,Careless,0,30,0.821,,0,0,0.6
AB1_Baseline,Careless,0,30,0.8214,,0,0,0.5667
AB1_Baseline,Careless,1,12,0.8739,12,0,0,0.6667
AB1_Baseline,Careless,0,30,0.6005,,0,0,0.3333
AB1_Baseline,Careless,1,25,0.8549,25,0,0,0.8
AB1_Baseline,Careless,0,30,0.6978,,0,0,0.5333
AB1_Baseline,Careless,0,30,0.809,,0,0,0.4333
AB1_Baseline,Careless,0,30,0.7787,,0,0,0.5333
AB1_Baseline,Careless,1,30,0.8707,30,0,0,0.7
AB1_Baseline,Careless,1,29,0.8823,29,0,0,0.5862
AB1_Baseline,Careless,1,15,0.8518,15,0,0,0.6667
AB1_Baseline,Careless,0,30,0.7435,,0,0,0.6
AB1_Baseline,Careless,0,30,0.7553,,0,0,0.6
AB1_Baseline,Careless,0,30,0.7957,,0,0,0.6
AB1_Baseline,Careless,1,20,0.8882,20,0,0,0.85
AB1_Baseline,Careless,0,30,0.8414,,0,0,0.6
AB1_Baseline,Careless,0,30,0.7545,,0,0,0.6667
AB1_Baseline,Careless,1,25,0.8515,25,0,0,0.68
AB1_Baseline,Careless,1,17,0.8519,17,0,0,0.6471
AB1_Baseline,Careless,0,30,0.7161,,0,0,0.4
AB1_Baseline,Careless,0,30,0.8041,,0,0,0.7
AB1_Baseline,Careless,0,30,0.6971,,0,0,0.6
AB1_Baseline,Careless,0,30,0.766,,0,0,0.3667
AB1_Baseline,Careless,1,22,0.8511,22,0,0,0.6364
AB1_Baseline,Careless,0,30,0.8314,,0,0,0.7
AB1_Baseline,Careless,0,30,0.8284,,0,0,0.7333
AB1_Baseline,Careless,0,30,0.7664,,0,0,0.4667
AB1_Baseline,Careless,1,26,0.8524,26,0,0,0.6923
AB1_Baseline,Careless,0,30,0.7854,,0,0,0.3333
AB1_Baseline,Careless,0,30,0.7858,,0,0,0.5667
AB1_Baseline,Careless,0,30,0.8459,,0,0,0.7
AB1_Baseline,Careless,0,30,0.8362,,0,0,0.6667
AB1_Baseline,Careless,1,16,0.8512,16,0,0,0.625
AB1_Baseline,Careless,0,30,0.7208,,0,0,0.3333
AB1_Baseline,Weak,0,40,0.5566,,0,0,0.5
AB1_Baseline,Weak,0,40,0.686,,0,0,0.6
AB1_Baseline,Weak,0,40,0.5981,,0,0,0.55
AB1_Baseline,Weak,0,40,0.6269,,0,0,0.625
AB1_Baseline,Weak,0,40,0.5468,,0,0,0.6
AB1_Baseline,Weak,0,40,0.5959,,0,0,0.575
AB1_Baseline,Weak,0,40,0.6485,,0,0,0.525
AB1_Baseline,Weak,0,40,0.6895,,0,0,0.625
AB1_Baseline,Weak,0,40,0.5618,,0,0,0.525
AB1_Baseline,Weak,0,40,0.6109,,0,0,0.525
AB1_Baseline,Weak,0,40,0.5188,,0,0,0.525
AB1_Baseline,Weak,0,40,0.4709,,0,0,0.35
AB1_Baseline,Weak,0,40,0.6874,,0,0,0.6
AB1_Baseline,Weak,0,40,0.7221,,0,0,0.675
AB1_Baseline,Weak,0,40,0.6175,,0,0,0.55
AB1_Baseline,Weak,0,40,0.5135,,0,0,0.475
AB1_Baseline,Weak,0,40,0.4224,,0,0,0.275
AB1_Baseline,Weak,0,40,0.5549,,0,0,0.45
AB1_Baseline,Weak,0,40,0.5878,,0,0,0.475
AB1_Baseline,Weak,0,40,0.6871,,0,0,0.625
AB1_Baseline,Weak,0,40,0.6917,,0,0,0.7
AB1_Baseline,Weak,0,40,0.5992,,0,0,0.5
AB1_Baseline,Weak,0,40,0.6053,,0,0,0.55
AB1_Baseline,Weak,0,40,0.7622,,0,0,0.725
AB1_Baseline,Weak,0,40,0.5873,,0,0,0.45
AB1_Baseline,Weak,0,40,0.6391,,0,0,0.675
AB1_Baseline,Weak,0,40,0.4916,,0,0,0.425
AB1_Baseline,Weak,0,40,0.4608,,0,0,0.275
AB1_Baseline,Weak,0,40,0.6432,,0,0,0.6
AB1_Baseline,Weak,0,40,0.4939,,0,0,0.35
AB1_Baseline,Weak,0,40,0.4786,,0,0,0.4
AB1_Baseline,Weak,0,40,0.6536,,0,0,0.625
AB1_Baseline,Weak,0,40,0.7382,,0,0,0.65
AB1_Baseline,Weak,0,40,0.5963,,0,0,0.65
AB1_Baseline,Weak,0,40,0.7331,,0,0,0.7
AB1_Baseline,Weak,0,40,0.5754,,0,0,0.45
AB1_Baseline,Weak,0,40,0.4374,,0,0,0.375
AB1_Baseline,Weak,0,40,0.5743,,0,0,0.55
AB1_Baseline,Weak,0,40,0.5848,,0,0,0.625
AB1_Baseline,Weak,0,40,0.5748,,0,0,0.45
AB1_Baseline,Weak,0,40,0.5089,,0,0,0.425
AB1_Baseline,Weak,0,40,0.4949,,0,0,0.45
AB1_Baseline,Weak,0,40,0.6467,,0,0,0.55
AB1_Baseline,Weak,0,40,0.7523,,0,0,0.675
AB1_Baseline,Weak,0,40,0.5909,,0,0,0.525
AB1_Baseline,Weak,0,40,0.4196,,0,0,0.4
AB1_Baseline,Weak,0,40,0.5879,,0,0,0.45
AB1_Baseline,Weak,0,40,0.5213,,0,0,0.4
AB1_Baseline,Weak,0,40,0.6129,,0,0,0.5
AB1_Baseline,Weak,0,40,0.6454,,0,0,0.7
AB1_Baseline,Weak,0,40,0.6285,,0,0,0.525
AB1_Baseline,Weak,0,40,0.5467,,0,0,0.425
AB1_Baseline,Weak,0,40,0.5593,,0,0,0.525
AB1_Baseline,Weak,0,40,0.4878,,0,0,0.45
AB1_Baseline,Weak,0,40,0.5095,,0,0,0.525
AB1_Baseline,Weak,0,40,0.4902,,0,0,0.475
AB1_Baseline,Weak,0,40,0.4568,,0,0,0.375
AB1_Baseline,Weak,0,40,0.6472,,0,0,0.7
AB1_Baseline,Weak,0,40,0.4543,,0,0,0.5
AB1_Baseline,Weak,0,40,0.4806,,0,0,0.35
AB1_Baseline,Weak,0,40,0.6366,,0,0,0.6
AB1_Baseline,Weak,0,40,0.6402,,0,0,0.7
AB1_Baseline,Weak,0,40,0.6903,,0,0,0.525
AB1_Baseline,Weak,0,40,0.4501,,0,0,0.3
AB1_Baseline,Weak,0,40,0.6252,,0,0,0.575
AB1_Baseline,Weak,0,40,0.4599,,0,0,0.325
AB1_Baseline,Weak,0,40,0.4774,,0,0,0.425
AB1_Baseline,Weak,0,40,0.6123,,0,0,0.525
AB1_Baseline,Weak,0,40,0.5095,,0,0,0.475
AB1_Baseline,Weak,0,40,0.7461,,0,0,0.6
AB1_Baseline,Weak,0,40,0.4511,,0,0,0.425
AB1_Baseline,Weak,0,40,0.3986,,0,0,0.325
AB1_Baseline,Weak,0,40,0.5665,,0,0,0.575
AB1_Baseline,Weak,0,40,0.6525,,0,0,0.575
AB1_Baseline,Weak,0,40,0.4671,,0,0,0.3
AB1_Baseline,Weak,0,40,0.7626,,0,0,0.675
AB1_Baseline,Weak,0,40,0.4371,,0,0,0.275
AB1_Baseline,Weak,0,40,0.3169,,0,0,0.25
AB1_Baseline,Weak,0,40,0.5817,,0,0,0.6
AB1_Baseline,Weak,0,40,0.5885,,0,0,0.475
AB1_Baseline,Weak,0,40,0.5925,,0,0,0.5
AB1_Baseline,Weak,0,40,0.4744,,0,0,0.325
AB1_Baseline,Weak,0,40,0.5861,,0,0,0.5
AB1_Baseline,Weak,0,40,0.5765,,0,0,0.475
AB1_Baseline,Weak,0,40,0.5973,,0,0,0.5
AB1_Baseline,Weak,0,40,0.5245,,0,0,0.4
AB1_Baseline,Weak,0,40,0.6686,,0,0,0.55
AB1_Baseline,Weak,0,40,0.6452,,0,0,0.55
AB1_Baseline,Weak,0,40,0.541,,0,0,0.425
AB1_Baseline,Weak,0,40,0.3828,,0,0,0.275
AB1_Baseline,Weak,0,40,0.6554,,0,0,0.6
AB1_Baseline,Weak,0,40,0.4985,,0,0,0.525
AB1_Baseline,Weak,0,40,0.5609,,0,0,0.5
AB1_Baseline,Weak,0,40,0.8091,,0,0,0.725
AB1_Baseline,Weak,0,40,0.5806,,0,0,0.575
AB1_Baseline,Weak,0,40,0.5831,,0,0,0.6
AB1_Baseline,Weak,0,40,0.5643,,0,0,0.425
AB1_Baseline,Weak,0,40,0.5673,,0,0,0.525
AB1_Baseline,Weak,0,40,0.5985,,0,0,0.475
AB1_Baseline,Weak,0,40,0.6091,,0,0,0.55
AB1_Baseline,Average,0,30,0.6306,,0,0,0.6
AB1_Baseline,Average,0,30,0.7409,,0,0,0.7
AB1_Baseline,Average,0,30,0.7788,,0,0,0.7333
AB1_Baseline,Average,0,30,0.6897,,0,0,0.4667
AB1_Baseline,Average,0,30,0.7561,,0,0,0.7
AB1_Baseline,Average,0,30,0.8115,,0,0,0.8
AB1_Baseline,Average,0,30,0.7588,,0,0,0.7
AB1_Baseline,Average,0,30,0.7796,,0,0,0.7667
AB1_Baseline,Average,0,30,0.7688,,0,0,0.6667
AB1_Baseline,Average,0,30,0.7631,,0,0,0.6
AB1_Baseline,Average,0,30,0.7271,,0,0,0.6333
AB1_Baseline,Average,0,30,0.7276,,0,0,0.6667
AB1_Baseline,Average,0,30,0.703,,0,0,0.5667
AB1_Baseline,Average,0,30,0.6109,,0,0,0.5
AB1_Baseline,Average,0,30,0.7352,,0,0,0.6
AB1_Baseline,Average,0,30,0.8245,,0,0,0.8333
AB1_Baseline,Average,0,30,0.6662,,0,0,0.4667
AB1_Baseline,Average,0,30,0.7787,,0,0,0.7667
AB1_Baseline,Average,0,30,0.7622,,0,0,0.7667
AB1_Baseline,Average,0,30,0.8187,,0,0,0.7
AB1_Baseline,Average,0,30,0.7262,,0,0,0.6
AB1_Baseline,Average,0,30,0.7037,,0,0,0.7333
AB1_Baseline,Average,0,30,0.6794,,0,0,0.7
AB1_Baseline,Average,0,30,0.6543,,0,0,0.4667
AB1_Baseline,Average,0,30,0.8146,,0,0,0.6
AB1_Baseline,Average,0,30,0.7471,,0,0,0.6
AB1_Baseline,Average,0,30,0.7593,,0,0,0.6
AB1_Baseline,Average,0,30,0.7571,,0,0,0.7
AB1_Baseline,Average,0,30,0.7163,,0,0,0.5667
AB1_Baseline,Average,0,30,0.7735,,0,0,0.6
AB1_Baseline,Average,0,30,0.7204,,0,0,0.4667
AB1_Baseline,Average,0,30,0.6847,,0,0,0.6
AB1_Baseline,Average,0,30,0.6456,,0,0,0.5
AB1_Baseline,Average,0,30,0.681,,0,0,0.5667
AB1_Baseline,Average,0,30,0.6837,,0,0,0.6
AB1_Baseline,Average,0,30,0.7596,,0,0,0.5333
AB1_Baseline,Average,0,30,0.7835,,0,0,0.6333
AB1_Baseline,Average,0,30,0.6573,,0,0,0.4333
AB1_Baseline,Average,0,30,0.5904,,0,0,0.4667
AB1_Baseline,Average,0,30,0.6626,,0,0,0.6
AB1_Baseline,Average,0,30,0.822,,0,0,0.6
AB1_Baseline,Average,0,30,0.652,,0,0,0.5333
AB1_Baseline,Average,0,30,0.677,,0,0,0.5
AB1_Baseline,Average,0,30,0.6622,,0,0,0.5333
AB1_Baseline,Average,0,30,0.7955,,0,0,0.8333
AB1_Baseline,Average,0,30,0.7812,,0,0,0.5667
AB1_Baseline,Average,0,30,0.6901,,0,0,0.7333
AB1_Baseline,Average,0,30,0.777,,0,0,0.5667
AB1_Baseline,Average,0,30,0.7057,,0,0,0.7
AB1_Baseline,Average,0,30,0.6981,,0,0,0.6333
AB1_Baseline,Average,0,30,0.6832,,0,0,0.6
AB1_Baseline,Average,0,30,0.7348,,0,0,0.7
AB1_Baseline,Average,0,30,0.84,,0,0,0.7
AB1_Baseline,Average,0,30,0.706,,0,0,0.5333
AB1_Baseline,Average,0,30,0.6829,,0,0,0.6667
AB1_Baseline,Average,0,30,0.6187,,0,0,0.3667
AB1_Baseline,Average,0,30,0.7791,,0,0,0.7
AB1_Baseline,Average,0,30,0.7228,,0,0,0.5667
AB1_Baseline,Average,0,30,0.8224,,0,0,0.7
AB1_Baseline,Average,0,30,0.7063,,0,0,0.7667
AB1_Baseline,Average,0,30,0.7245,,0,0,0.7
AB1_Baseline,Average,0,30,0.7612,,0,0,0.6667
AB1_Baseline,Average,0,30,0.7331,,0,0,0.5667
AB1_Baseline,Average,0,30,0.7749,,0,0,0.7333
AB1_Baseline,Average,0,30,0.7871,,0,0,0.7667
AB1_Baseline,Average,0,30,0.5793,,0,0,0.3
AB1_Baseline,Average,0,30,0.7527,,0,0,0.8
AB1_Baseline,Average,1,29,0.8568,29,0,0,0.8276
AB1_Baseline,Average,0,30,0.7717,,0,0,0.7333
AB1_Baseline,Average,0,30,0.7153,,0,0,0.5
AB1_Baseline,Average,0,30,0.6667,,0,0,0.4667
AB1_Baseline,Average,0,30,0.6615,,0,0,0.5333
AB1_Baseline,Average,0,30,0.7455,,0,0,0.8333
AB1_Baseline,Average,0,30,0.8113,,0,0,0.8667
AB1_Baseline,Average,0,30,0.7405,,0,0,0.5667
AB1_Baseline,Average,0,30,0.7174,,0,0,0.7
AB1_Baseline,Average,0,30,0.7507,,0,0,0.6333
AB1_Baseline,Average,0,30,0.6971,,0,0,0.6
AB1_Baseline,Average,0,30,0.6812,,0,0,0.5667
AB1_Baseline,Average,0,30,0.7207,,0,0,0.6
AB1_Baseline,Average,0,30,0.7151,,0,0,0.6
AB1_Baseline,Average,0,30,0.7351,,0,0,0.5667
AB1_Baseline,Average,0,30,0.7566,,0,0,0.6667
AB1_Baseline,Average,0,30,0.7765,,0,0,0.6667
AB1_Baseline,Average,0,30,0.7572,,0,0,0.5667
AB1_Baseline,Average,0,30,0.7593,,0,0,0.7
AB1_Baseline,Average,0,30,0.8291,,0,0,0.7667
AB1_Baseline,Average,0,30,0.7482,,0,0,0.5667
AB1_Baseline,Average,0,30,0.7675,,0,0,0.7
AB1_Baseline,Average,0,30,0.7476,,0,0,0.7333
AB1_Baseline,Average,0,30,0.6523,,0,0,0.5667
AB1_Baseline,Average,0,30,0.7718,,0,0,0.7333
AB1_Baseline,Average,0,30,0.8087,,0,0,0.7
AB1_Baseline,Average,0,30,0.6585,,0,0,0.6
AB1_Baseline,Average,0,30,0.768,,0,0,0.6333
AB1_Baseline,Average,0,30,0.6585,,0,0,0.5667
AB1_Baseline,Average,0,30,0.7782,,0,0,0.8333
AB1_Baseline,Average,0,30,0.7439,,0,0,0.6333
AB1_Baseline,Average,0,30,0.6253,,0,0,0.4333
AB1_Baseline,Average,0,30,0.6394,,0,0,0.6
AB2_RuleBased,Careless,0,30,0.8404,,5,5,0.8
AB2_RuleBased,Careless,0,30,0.6946,,6,3,0.7
AB2_RuleBased,Careless,0,30,0.7229,,7,5,0.5667
AB2_RuleBased,Careless,0,30,0.7424,,6,6,0.6333
AB2_RuleBased,Careless,0,30,0.6401,,7,2,0.6667
AB2_RuleBased,Careless,1,14,0.8575,14,3,2,0.5714
AB2_RuleBased,Careless,0,30,0.8168,,6,5,0.4667
AB2_RuleBased,Careless,0,30,0.8398,,5,5,0.6333
AB2_RuleBased,Careless,1,13,0.8508,13,3,3,0.5385
AB2_RuleBased,Careless,0,30,0.7794,,6,5,0.5333
AB2_RuleBased,Careless,1,20,0.8572,20,3,3,0.75
AB2_RuleBased,Careless,0,30,0.7617,,6,5,0.5667
AB2_RuleBased,Careless,1,26,0.8559,26,4,4,0.6538
AB2_RuleBased,Careless,0,30,0.7464,,6,4,0.6333
AB2_RuleBased,Careless,0,30,0.8076,,6,5,0.5667
AB2_RuleBased,Careless,0,30,0.8359,,6,5,0.5667
AB2_RuleBased,Careless,1,16,0.8505,16,1,1,0.875
AB2_RuleBased,Careless,0,30,0.8076,,7,6,0.4
AB2_RuleBased,Careless,1,6,0.8633,6,1,1,0.5
AB2_RuleBased,Careless,1,14,0.8554,14,3,3,0.5714
AB2_RuleBased,Careless,0,30,0.8239,,6,6,0.6667
AB2_RuleBased,Careless,0,30,0.8347,,5,5,0.6333
AB2_RuleBased,Careless,0,30,0.77,,6,5,0.5333
AB2_RuleBased,Careless,1,24,0.8519,24,4,3,0.7083
AB2_RuleBased,Careless,0,30,0.6404,,6,1,0.7333
AB2_RuleBased,Careless,0,30,0.7327,,7,5,0.3
AB2_RuleBased,Careless,0,30,0.7975,,5,5,0.7333
AB2_RuleBased,Careless,0,30,0.6382,,7,3,0.4333
AB2_RuleBased,Careless,1,24,0.8503,24,3,3,0.6667
AB2_RuleBased,Careless,0,30,0.7363,,7,6,0.7
AB2_RuleBased,Careless,0,30,0.8289,,4,3,0.6
AB2_RuleBased,Careless,1,0,0.8703,,0,0,0.8028
AB2_RuleBased,Careless,0,30,0.8372,,6,4,0.5
AB2_RuleBased,Careless,0,30,0.7832,,5,2,0.6
AB2_RuleBased,Careless,1,27,0.8515,27,4,3,0.4815
AB2_RuleBased,Careless,0,30,0.8047,,5,5,0.6667
AB2_RuleBased,Careless,1,8,0.8551,8,1,1,0.75
AB2_RuleBased,Careless,0,30,0.7616,,6,3,0.4667
AB2_RuleBased,Careless,1,17,0.8518,17,3,2,0.6471
AB2_RuleBased,Careless,0,30,0.7878,,5,5,0.5667
AB2_RuleBased,Careless,1,11,0.8519,11,1,1,0.8182
AB2_RuleBased,Careless,1,14,0.8595,14,2,2,0.7857
AB2_RuleBased,Careless,1,20,0.8691,20,3,3,0.6
AB2_RuleBased,Careless,1,5,0.85,5,1,0,0.6
AB2_RuleBased,Careless,1,8,0.8521,8,1,1,0.75
AB2_RuleBased,Careless,0,30,0.6389,,6,2,0.4667
AB2_RuleBased,Careless,0,30,0.6888,,5,1,0.5333
AB2_RuleBased,Careless,0,30,0.8033,,6,6,0.6
AB2_RuleBased,Careless,0,30,0.7659,,6,4,0.5
AB2_RuleBased,Careless,0,30,0.8365,,6,5,0.6333
AB2_RuleBased,Careless,0,30,0.825,,6,5,0.5667
AB2_RuleBased,Careless,1,16,0.8522,16,2,1,0.875
AB2_RuleBased,Careless,1,27,0.8569,27,5,4,0.4815
AB2_RuleBased,Careless,1,26,0.8606,26,5,5,0.6538
AB2_RuleBased,Careless,0,30,0.7769,,5,2,0.7333
AB2_RuleBased,Careless,0,30,0.7647,,6,5,0.3
AB2_RuleBased,Careless,0,30,0.7976,,6,7,0.4667
AB2_RuleBased,Careless,1,27,0.8511,27,5,5,0.6296
AB2_RuleBased,Careless,0,30,0.6161,,7,2,0.5
AB2_RuleBased,Careless,1,9,0.8537,9,2,2,0.5556
AB2_RuleBased,Careless,0,30,0.7773,,6,4,0.7
AB2_RuleBased,Careless,0,30,0.6716,,6,6,0.6667
AB2_RuleBased,Careless,1,22,0.8507,22,3,2,0.8182
AB2_RuleBased,Careless,1,29,0.8556,29,5,4,0.6207
AB2_RuleBased,Careless,1,30,0.8501,30,3,3,0.9
AB2_RuleBased,Careless,0,30,0.8421,,5,4,0.6333
AB2_RuleBased,Careless,0,30,0.7777,,6,5,0.4667
AB2_RuleBased,Careless,0,30,0.6999,,6,4,0.6667
AB2_RuleBased,Careless,0,30,0.6991,,6,4,0.6333
AB2_RuleBased,Careless,0,30,0.7341,,6,3,0.5
AB2_RuleBased,Careless,0,30,0.7575,,6,5,0.7333
AB2_RuleBased,Careless,0,30,0.7987,,4,4,0.7333
AB2_RuleBased,Careless,0,30,0.6909,,6,4,0.5333
AB2_RuleBased,Careless,1,24,0.8503,24,4,3,0.6667
AB2_RuleBased,Careless,0,30,0.7676,,7,5,0.5667
AB2_RuleBased,Careless,0,30,0.5926,,7,0,0.4667
AB2_RuleBased,Careless,0,30,0.7371,,6,6,0.6
AB2_RuleBased,Careless,0,30,0.8134,,7,6,0.5
AB2_RuleBased,Careless,0,30,0.763,,6,7,0.5333
AB2_RuleBased,Careless,0,30,0.8117,,6,4,0.6667
AB2_RuleBased,Careless,0,30,0.7307,,6,3,0.5
AB2_RuleBased,Careless,0,30,0.7736,,7,7,0.5
AB2_RuleBased,Careless,1,19,0.8643,19,2,2,0.8421
AB2_RuleBased,Careless,0,30,0.7838,,5,3,0.7
AB2_RuleBased,Careless,1,29,0.8677,29,5,4,0.6897
AB2_RuleBased,Careless,0,30,0.7798,,6,5,0.7
AB2_RuleBased,Careless,0,30,0.71,,6,6,0.5333
AB2_RuleBased,Careless,0,30,0.7762,,6,4,0.5667
AB2_RuleBased,Careless,0,30,0.8204,,5,5,0.4667
AB2_RuleBased,Careless,0,30,0.7129,,5,1,0.5333
AB2_RuleBased,Careless,0,30,0.8193,,5,5,0.7333
AB2_RuleBased,Careless,0,30,0.702,,6,2,0.5667
AB2_RuleBased,Careless,1,14,0.8546,14,2,2,0.6429
AB2_RuleBased,Careless,0,30,0.7659,,7,6,0.5333
AB2_RuleBased,Careless,0,30,0.6652,,7,5,0.5333
AB2_RuleBased,Careless,0,30,0.6813,,6,1,0.4333
AB2_RuleBased,Careless,0,30,0.6689,,5,2,0.6
AB2_RuleBased,Careless,0,30,0.8117,,5,4,0.6333
AB2_RuleBased,Careless,0,30,0.7188,,7,4,0.5
AB2_RuleBased,Careless,0,30,0.8013,,7,6,0.6667
AB2_RuleBased,Weak,0,40,0.6112,,8,0,0.725
AB2_RuleBased,Weak,0,40,0.4945,,9,0,0.55
AB2_RuleBased,Weak,0,40,0.5563,,8,0,0.575
AB2_RuleBased,Weak,0,40,0.5938,,9,0,0.6
AB2_RuleBased,Weak,0,40,0.5174,,9,0,0.6
AB2_RuleBased,Weak,0,40,0.493,,9,0,0.375
AB2_RuleBased,Weak,0,40,0.681,,7,1,0.7
AB2_RuleBased,Weak,0,40,0.6118,,7,0,0.725
AB2_RuleBased,Weak,0,40,0.6167,,8,0,0.65
AB2_RuleBased,Weak,0,40,0.5482,,10,0,0.425
AB2_RuleBased,Weak,0,40,0.5513,,8,0,0.575
AB2_RuleBased,Weak,0,40,0.5821,,8,0,0.6
AB2_RuleBased,Weak,0,40,0.5788,,8,0,0.675
AB2_RuleBased,Weak,0,40,0.6909,,7,0,0.725
AB2_RuleBased,Weak,0,40,0.5978,,9,1,0.525
AB2_RuleBased,Weak,0,40,0.5491,,8,0,0.575
AB2_RuleBased,Weak,0,40,0.5908,,8,0,0.75
AB2_RuleBased,Weak,0,40,0.6658,,7,1,0.7
AB2_RuleBased,Weak,0,40,0.5281,,9,0,0.55
AB2_RuleBased,Weak,0,40,0.5322,,8,0,0.75
AB2_RuleBased,Weak,0,40,0.5549,,8,0,0.65
AB2_RuleBased,Weak,0,40,0.4998,,9,0,0.45
AB2_RuleBased,Weak,0,40,0.6266,,8,0,0.625
AB2_RuleBased,Weak,0,40,0.6157,,7,0,0.725
AB2_RuleBased,Weak,0,40,0.5678,,8,0,0.7
AB2_RuleBased,Weak,0,40,0.6296,,9,0,0.45
AB2_RuleBased,Weak,0,40,0.5575,,9,0,0.55
AB2_RuleBased,Weak,0,40,0.5448,,9,0,0.5
AB2_RuleBased,Weak,0,40,0.5509,,8,0,0.525
AB2_RuleBased,Weak,0,40,0.5425,,9,0,0.6
AB2_RuleBased,Weak,0,40,0.6324,,8,1,0.7
AB2_RuleBased,Weak,0,40,0.6088,,8,0,0.625
AB2_RuleBased,Weak,0,40,0.516,,8,0,0.525
AB2_RuleBased,Weak,0,40,0.5789,,7,0,0.7
AB2_RuleBased,Weak,0,40,0.5517,,8,0,0.55
AB2_RuleBased,Weak,0,40,0.5436,,8,0,0.725
AB2_RuleBased,Weak,0,40,0.7405,,6,1,0.725
AB2_RuleBased,Weak,0,40,0.5604,,8,0,0.65
AB2_RuleBased,Weak,0,40,0.5438,,9,0,0.575
