strategy,student_type,success,total_steps,final_mastery,reached_mastery_step,remediation_count,unnecessary_remediations,final_accuracy
AB1_Baseline,Careless,1,32,0.8627,32,0,0,0.6562
AB1_Baseline,Careless,0,40,0.8193,,0,0,0.6
AB1_Baseline,Careless,1,37,0.8506,37,0,0,0.5405
AB1_Baseline,Careless,0,40,0.8293,,0,0,0.6
AB1_Baseline,Careless,1,25,0.869,25,0,0,0.68
AB1_Baseline,Careless,0,40,0.6971,,0,0,0.525
AB1_Baseline,Careless,0,40,0.8379,,0,0,0.625
AB1_Baseline,Careless,0,40,0.7173,,0,0,0.6
AB1_Baseline,Careless,1,34,0.8526,34,0,0,0.4412
AB1_Baseline,Careless,1,22,0.8614,22,0,0,0.6364
AB1_Baseline,Careless,1,30,0.8576,30,0,0,0.7
AB1_Baseline,Careless,1,32,0.8738,32,0,0,0.6875
AB1_Baseline,Careless,1,17,0.8504,17,0,0,0.5882
AB1_Baseline,Careless,1,32,0.8503,32,0,0,0.6875
AB1_Baseline,Careless,1,24,0.8612,24,0,0,0.5833
AB1_Baseline,Careless,1,35,0.8549,35,0,0,0.6
AB1_Baseline,Careless,0,40,0.824,,0,0,0.525
AB1_Baseline,Careless,0,40,0.8432,,0,0,0.575
AB1_Baseline,Careless,0,40,0.7432,,0,0,0.65
AB1_Baseline,Careless,0,40,0.7494,,0,0,0.625
AB1_Baseline,Careless,0,40,0.7683,,0,0,0.675
AB1_Baseline,Careless,0,40,0.7757,,0,0,0.725
AB1_Baseline,Careless,0,40,0.7798,,0,0,0.525
AB1_Baseline,Careless,1,29,0.8612,29,0,0,0.6897
AB1_Baseline,Careless,1,38,0.8521,38,0,0,0.6316
AB1_Baseline,Careless,0,40,0.8236,,0,0,0.65
AB1_Baseline,Careless,1,22,0.8502,22,0,0,0.7273
AB1_Baseline,Careless,0,40,0.596,,0,0,0.525
AB1_Baseline,Careless,1,22,0.8614,22,0,0,0.6364
AB1_Baseline,Careless,1,30,0.8513,30,0,0,0.6
AB1_Baseline,Careless,0,40,0.7136,,0,0,0.425
AB1_Baseline,Careless,1,27,0.8543,27,0,0,0.6667
AB1_Baseline,Careless,1,11,0.8536,11,0,0,0.3636
AB1_Baseline,Careless,1,1,0.862,1,0,0,1.0
AB1_Baseline,Careless,0,40,0.7126,,0,0,0.575
AB1_Baseline,Careless,0,40,0.6678,,0,0,0.525
AB1_Baseline,Careless,0,40,0.8061,,0,0,0.4
AB1_Baseline,Careless,0,40,0.8069,,0,0,0.575
AB1_Baseline,Careless,0,40,0.8234,,0,0,0.65
AB1_Baseline,Careless,1,9,0.8645,9,0,0,0.7778
AB1_Baseline,Careless,0,40,0.8314,,0,0,0.475
AB1_Baseline,Careless,1,37,0.8826,37,0,0,0.5405
AB1_Baseline,Careless,1,6,0.8514,6,0,0,0.6667
AB1_Baseline,Careless,0,40,0.7807,,0,0,0.6
AB1_Baseline,Careless,1,33,0.8756,33,0,0,0.7576
AB1_Baseline,Careless,1,33,0.8842,33,0,0,0.7273
AB1_Baseline,Careless,0,40,0.8302,,0,0,0.675
AB1_Baseline,Careless,0,40,0.7395,,0,0,0.475
AB1_Baseline,Careless,1,32,0.8583,32,0,0,0.5625
AB1_Baseline,Careless,0,40,0.747,,0,0,0.425
AB1_Baseline,Careless,0,40,0.7873,,0,0,0.55
AB1_Baseline,Careless,0,40,0.7879,,0,0,0.5
AB1_Baseline,Careless,1,40,0.8619,40,0,0,0.55
AB1_Baseline,Careless,0,40,0.8335,,0,0,0.5
AB1_Baseline,Careless,0,40,0.8091,,0,0,0.7
AB1_Baseline,Careless,1,27,0.851,27,0,0,0.6667
AB1_Baseline,Weak,0,50,0.6062,,0,0,0.52
AB1_Baseline,Weak,0,50,0.6223,,0,0,0.56
AB1_Baseline,Weak,0,50,0.7079,,0,0,0.74
AB1_Baseline,Weak,0,50,0.5553,,0,0,0.48
AB1_Baseline,Weak,0,50,0.5867,,0,0,0.58
AB1_Baseline,Weak,0,50,0.5799,,0,0,0.54
AB1_Baseline,Weak,0,50,0.6355,,0,0,0.54
AB1_Baseline,Weak,0,50,0.619,,0,0,0.54
AB1_Baseline,Weak,0,50,0.5351,,0,0,0.56
AB1_Baseline,Weak,0,50,0.6469,,0,0,0.5
AB1_Baseline,Weak,0,50,0.5314,,0,0,0.48
AB1_Baseline,Weak,0,50,0.7211,,0,0,0.56
AB1_Baseline,Weak,0,50,0.6453,,0,0,0.42
AB1_Baseline,Weak,0,50,0.6945,,0,0,0.52
AB1_Baseline,Weak,0,50,0.5015,,0,0,0.4
AB1_Baseline,Weak,0,50,0.6446,,0,0,0.54
AB1_Baseline,Weak,0,50,0.5473,,0,0,0.6
AB1_Baseline,Weak,0,50,0.765,,0,0,0.74
AB1_Baseline,Weak,0,50,0.7005,,0,0,0.8
AB1_Baseline,Weak,0,50,0.6651,,0,0,0.7
AB1_Baseline,Weak,0,50,0.3055,,0,0,0.22
AB1_Baseline,Weak,0,50,0.6894,,0,0,0.58
AB1_Baseline,Weak,0,50,0.5892,,0,0,0.52
AB1_Baseline,Weak,0,50,0.543,,0,0,0.38
AB1_Baseline,Weak,0,50,0.5732,,0,0,0.48
AB1_Baseline,Weak,0,50,0.6431,,0,0,0.62
AB1_Baseline,Weak,0,50,0.6204,,0,0,0.48
AB1_Baseline,Weak,0,50,0.5753,,0,0,0.36
AB1_Baseline,Weak,0,50,0.6325,,0,0,0.42
AB1_Baseline,Weak,0,50,0.5917,,0,0,0.58
AB1_Baseline,Weak,0,50,0.6314,,0,0,0.56
AB1_Baseline,Weak,0,50,0.6997,,0,0,0.6
AB1_Baseline,Weak,0,50,0.604,,0,0,0.62
AB1_Baseline,Weak,0,50,0.5528,,0,0,0.44
AB1_Baseline,Weak,0,50,0.6103,,0,0,0.48
AB1_Baseline,Weak,0,50,0.5554,,0,0,0.42
AB1_Baseline,Weak,0,50,0.641,,0,0,0.76
AB1_Baseline,Weak,0,50,0.5242,,0,0,0.38
AB1_Baseline,Weak,0,50,0.6448,,0,0,0.58
AB1_Baseline,Weak,0,50,0.6964,,0,0,0.66
AB1_Baseline,Weak,0,50,0.6966,,0,0,0.62
AB1_Baseline,Weak,0,50,0.5398,,0,0,0.4
AB1_Baseline,Weak,0,50,0.4981,,0,0,0.4
AB1_Baseline,Weak,0,50,0.6738,,0,0,0.52
AB1_Baseline,Weak,0,50,0.6887,,0,0,0.66
AB1_Baseline,Weak,0,50,0.6459,,0,0,0.58
AB1_Baseline,Weak,0,50,0.538,,0,0,0.5
AB1_Baseline,Weak,0,50,0.375,,0,0,0.28
AB1_Baseline,Weak,0,50,0.5317,,0,0,0.52
AB1_Baseline,Weak,0,50,0.5516,,0,0,0.56
AB1_Baseline,Weak,0,50,0.6914,,0,0,0.6
AB1_Baseline,Weak,0,50,0.4618,,0,0,0.32
AB1_Baseline,Weak,0,50,0.5834,,0,0,0.48
AB1_Baseline,Weak,0,50,0.6014,,0,0,0.5
AB1_Baseline,Weak,0,50,0.6549,,0,0,0.44
AB1_Baseline,Weak,0,50,0.775,,0,0,0.56
AB1_Baseline,Weak,0,50,0.5604,,0,0,0.62
AB1_Baseline,Weak,0,50,0.6014,,0,0,0.44
AB1_Baseline,Weak,0,50,0.6206,,0,0,0.5
AB1_Baseline,Weak,0,50,0.6731,,0,0,0.72
AB1_Baseline,Weak,0,50,0.6954,,0,0,0.68
AB1_Baseline,Weak,0,50,0.6186,,0,0,0.42
AB1_Baseline,Weak,0,50,0.5676,,0,0,0.54
AB1_Baseline,Weak,0,50,0.4894,,0,0,0.4
AB1_Baseline,Weak,0,50,0.7386,,0,0,0.62
AB1_Baseline,Weak,0,50,0.557,,0,0,0.48
AB1_Baseline,Weak,0,50,0.5434,,0,0,0.5
AB1_Baseline,Weak,0,50,0.3967,,0,0,0.24
AB1_Baseline,Weak,0,50,0.6428,,0,0,0.56
AB1_Baseline,Weak,0,50,0.714,,0,0,0.64
AB1_Baseline,Weak,0,50,0.7826,,0,0,0.76
AB1_Baseline,Weak,0,50,0.5834,,0,0,0.44
AB1_Baseline,Weak,0,50,0.5498,,0,0,0.54
AB1_Baseline,Weak,0,50,0.6099,,0,0,0.6
AB1_Baseline,Weak,0,50,0.6806,,0,0,0.56
AB1_Baseline,Weak,0,50,0.5736,,0,0,0.52
AB1_Baseline,Weak,0,50,0.5463,,0,0,0.46
AB1_Baseline,Weak,0,50,0.6029,,0,0,0.62
AB1_Baseline,Weak,0,50,0.6826,,0,0,0.58
AB1_Baseline,Weak,0,50,0.6118,,0,0,0.54
AB1_Baseline,Weak,0,50,0.6102,,0,0,0.5
AB1_Baseline,Weak,1,49,0.868,49,0,0,0.7551
AB1_Baseline,Weak,0,50,0.7318,,0,0,0.72
AB1_Baseline,Weak,0,50,0.4242,,0,0,0.3
AB1_Baseline,Weak,0,50,0.4373,,0,0,0.26
AB1_Baseline,Weak,0,50,0.6312,,0,0,0.54
AB1_Baseline,Weak,0,50,0.611,,0,0,0.48
AB1_Baseline,Weak,0,50,0.5124,,0,0,0.4
AB1_Baseline,Weak,0,50,0.629,,0,0,0.46
AB1_Baseline,Weak,0,50,0.6134,,0,0,0.56
AB1_Baseline,Weak,0,50,0.6204,,0,0,0.48
AB1_Baseline,Weak,0,50,0.6271,,0,0,0.56
AB1_Baseline,Weak,0,50,0.5296,,0,0,0.46
AB1_Baseline,Weak,0,50,0.4664,,0,0,0.34
AB1_Baseline,Weak,0,50,0.5875,,0,0,0.54
AB1_Baseline,Weak,0,50,0.5009,,0,0,0.38
AB1_Baseline,Weak,0,50,0.756,,0,0,0.6
AB1_Baseline,Weak,0,50,0.6025,,0,0,0.54
AB1_Baseline,Weak,0,50,0.6357,,0,0,0.54
AB1_Baseline,Weak,0,50,0.5236,,0,0,0.5
AB1_Baseline,Average,1,35,0.8518,35,0,0,0.8571
AB1_Baseline,Average,0,40,0.7529,,0,0,0.65
AB1_Baseline,Average,0,40,0.8029,,0,0,0.625
AB1_Baseline,Average,0,40,0.6822,,0,0,0.575
AB1_Baseline,Average,0,40,0.7651,,0,0,0.625
AB1_Baseline,Average,0,40,0.6998,,0,0,0.475
AB1_Baseline,Average,1,35,0.8606,35,0,0,0.6857
AB1_Baseline,Average,1,37,0.8503,37,0,0,0.6486
AB1_Baseline,Average,0,40,0.8442,,0,0,0.7
AB1_Baseline,Average,0,40,0.7745,,0,0,0.625
AB1_Baseline,Average,0,40,0.7022,,0,0,0.475
AB1_Baseline,Average,1,37,0.855,37,0,0,0.7568
AB1_Baseline,Average,0,40,0.7238,,0,0,0.625
AB1_Baseline,Average,0,40,0.8291,,0,0,0.8
AB1_Baseline,Average,1,35,0.8591,35,0,0,0.7714
AB1_Baseline,Average,0,40,0.7352,,0,0,0.75
AB1_Baseline,Average,0,40,0.6672,,0,0,0.4
AB1_Baseline,Average,1,35,0.8644,35,0,0,0.7143
AB1_Baseline,Average,0,40,0.7741,,0,0,0.825
AB1_Baseline,Average,0,40,0.7427,,0,0,0.775
AB1_Baseline,Average,0,40,0.8347,,0,0,0.75
AB1_Baseline,Average,0,40,0.7108,,0,0,0.525
AB1_Baseline,Average,0,40,0.7572,,0,0,0.55
AB1_Baseline,Average,0,40,0.6671,,0,0,0.525
AB1_Baseline,Average,0,40,0.8007,,0,0,0.7
AB1_Baseline,Average,0,40,0.6707,,0,0,0.55
AB1_Baseline,Average,0,40,0.7502,,0,0,0.625
AB1_Baseline,Average,0,40,0.7127,,0,0,0.7
AB1_Baseline,Average,0,40,0.7974,,0,0,0.75
AB1_Baseline,Average,0,40,0.6964,,0,0,0.6
AB1_Baseline,Average,0,40,0.8332,,0,0,0.7
AB1_Baseline,Average,0,40,0.8268,,0,0,0.775
AB1_Baseline,Average,0,40,0.7495,,0,0,0.725
AB1_Baseline,Average,0,40,0.6896,,0,0,0.6
AB1_Baseline,Average,0,40,0.69,,0,0,0.45
AB1_Baseline,Average,0,40,0.7703,,0,0,0.675
AB1_Baseline,Average,0,40,0.8401,,0,0,0.75
AB1_Baseline,Average,0,40,0.8098,,0,0,0.85
AB1_Baseline,Average,0,40,0.7504,,0,0,0.45
AB1_Baseline,Average,0,40,0.7984,,0,0,0.65
AB1_Baseline,Average,0,40,0.7139,,0,0,0.625
AB1_Baseline,Average,0,40,0.6661,,0,0,0.625
AB1_Baseline,Average,0,40,0.7772,,0,0,0.625
AB1_Baseline,Average,0,40,0.7736,,0,0,0.675
AB1_Baseline,Average,0,40,0.7707,,0,0,0.6
AB1_Baseline,Average,0,40,0.7753,,0,0,0.675
AB1_Baseline,Average,0,40,0.7905,,0,0,0.7
AB1_Baseline,Average,1,32,0.8574,32,0,0,0.7188
AB1_Baseline,Average,0,40,0.7867,,0,0,0.625
AB1_Baseline,Average,0,40,0.6615,,0,0,0.6
AB1_Baseline,Average,0,40,0.7794,,0,0,0.6
AB1_Baseline,Average,0,40,0.7899,,0,0,0.625
AB1_Baseline,Average,0,40,0.6947,,0,0,0.475
AB1_Baseline,Average,0,40,0.78,,0,0,0.8
AB1_Baseline,Average,0,40,0.7461,,0,0,0.625
AB1_Baseline,Average,0,40,0.7696,,0,0,0.775
AB1_Baseline,Average,0,40,0.7026,,0,0,0.6
AB1_Baseline,Average,0,40,0.787,,0,0,0.75
AB1_Baseline,Average,0,40,0.7872,,0,0,0.5
AB1_Baseline,Average,0,40,0.793,,0,0,0.75
AB1_Baseline,Average,0,40,0.8273,,0,0,0.725
AB1_Baseline,Average,0,40,0.7273,,0,0,0.6
AB1_Baseline,Average,0,40,0.6866,,0,0,0.625
AB1_Baseline,Average,1,32,0.8546,32,0,0,0.7812
AB1_Baseline,Average,0,40,0.7,,0,0,0.6
AB1_Baseline,Average,0,40,0.7738,,0,0,0.7
AB1_Baseline,Average,0,40,0.8007,,0,0,0.725
AB1_Baseline,Average,0,40,0.7422,,0,0,0.5
AB1_Baseline,Average,0,40,0.7573,,0,0,0.625
AB1_Baseline,Average,0,40,0.7458,,0,0,0.775
AB1_Baseline,Average,0,40,0.7732,,0,0,0.675
AB1_Baseline,Average,0,40,0.8137,,0,0,0.725
AB1_Baseline,Average,0,40,0.6871,,0,0,0.525
AB1_Baseline,Average,0,40,0.6251,,0,0,0.475
AB1_Baseline,Average,1,35,0.8519,35,0,0,0.7714
AB1_Baseline,Average,0,40,0.75,,0,0,0.7
AB1_Baseline,Average,0,40,0.7273,,0,0,0.675
AB1_Baseline,Average,0,40,0.7533,,0,0,0.525
AB1_Baseline,Average,0,40,0.7192,,0,0,0.6
AB1_Baseline,Average,1,29,0.8546,29,0,0,0.7931
AB1_Baseline,Average,0,40,0.8103,,0,0,0.725
AB1_Baseline,Average,0,40,0.8084,,0,0,0.75
AB1_Baseline,Average,1,32,0.8811,32,0,0,0.8438
AB1_Baseline,Average,0,40,0.7101,,0,0,0.55
AB1_Baseline,Average,0,40,0.7748,,0,0,0.55
AB1_Baseline,Average,1,40,0.8696,40,0,0,0.7
AB1_Baseline,Average,0,40,0.787,,0,0,0.625
AB1_Baseline,Average,0,40,0.7627,,0,0,0.65
AB1_Baseline,Average,1,35,0.8583,35,0,0,0.6857
AB1_Baseline,Average,0,40,0.8265,,0,0,0.65
AB1_Baseline,Average,0,40,0.7623,,0,0,0.6
AB1_Baseline,Average,0,40,0.7495,,0,0,0.6
AB1_Baseline,Average,0,40,0.688,,0,0,0.425
AB1_Baseline,Average,0,40,0.7357,,0,0,0.575
AB1_Baseline,Average,0,40,0.81,,0,0,0.75
AB1_Baseline,Average,0,40,0.6644,,0,0,0.45
AB1_Baseline,Average,0,40,0.8492,,0,0,0.75
AB1_Baseline,Average,0,40,0.7597,,0,0,0.5
AB1_Baseline,Average,0,40,0.7544,,0,0,0.625
AB1_Baseline,Average,1,40,0.8578,40,0,0,0.675
AB2_RuleBased,Careless,0,40,0.7612,,8,6,0.625
AB2_RuleBased,Careless,0,40,0.6454,,9,3,0.6
AB2_RuleBased,Careless,1,40,0.8543,40,7,5,0.7
AB2_RuleBased,Careless,0,40,0.7962,,8,8,0.6
AB2_RuleBased,Careless,0,40,0.8303,,8,5,0.7
AB2_RuleBased,Careless,0,40,0.842,,7,7,0.6
AB2_RuleBased,Careless,1,21,0.8542,21,3,3,0.619
AB2_RuleBased,Careless,1,15,0.861,15,3,2,0.6667
AB2_RuleBased,Careless,0,40,0.83,,6,6,0.65
AB2_RuleBased,Careless,0,40,0.7789,,9,5,0.55
AB2_RuleBased,Careless,0,40,0.7694,,8,7,0.65
AB2_RuleBased,Careless,0,40,0.7763,,8,6,0.55
AB2_RuleBased,Careless,0,40,0.7977,,8,7,0.625
AB2_RuleBased,Careless,0,40,0.7612,,6,5,0.7
AB2_RuleBased,Careless,0,40,0.799,,8,6,0.675
AB2_RuleBased,Careless,0,40,0.8131,,9,8,0.625
AB2_RuleBased,Careless,1,28,0.8617,28,5,4,0.6071
AB2_RuleBased,Careless,1,39,0.8554,39,8,8,0.5897
AB2_RuleBased,Careless,1,31,0.8583,31,6,5,0.4516
AB2_RuleBased,Careless,1,36,0.8633,36,7,6,0.6667
AB2_RuleBased,Careless,1,10,0.8515,10,1,0,0.8
AB2_RuleBased,Careless,0,40,0.7327,,9,8,0.625
AB2_RuleBased,Careless,0,40,0.7218,,8,2,0.675
AB2_RuleBased,Careless,1,35,0.8582,35,7,3,0.6286
AB2_RuleBased,Careless,1,20,0.8512,20,2,2,0.85
AB2_RuleBased,Careless,1,30,0.8566,30,5,4,0.7333
AB2_RuleBased,Careless,1,13,0.8565,13,2,2,0.7692
AB2_RuleBased,Careless,1,32,0.8515,32,5,4,0.6875
AB2_RuleBased,Careless,0,40,0.757,,9,6,0.575
AB2_RuleBased,Careless,1,37,0.8504,37,7,5,0.6757
AB2_RuleBased,Careless,0,40,0.7793,,9,8,0.45
AB2_RuleBased,Careless,0,40,0.6381,,8,7,0.6
AB2_RuleBased,Careless,0,40,0.7988,,7,6,0.725
AB2_RuleBased,Careless,1,7,0.8526,7,0,0,1.0
AB2_RuleBased,Careless,1,17,0.8515,17,3,3,0.6471
AB2_RuleBased,Careless,0,40,0.8048,,8,4,0.575
AB2_RuleBased,Careless,1,37,0.8533,37,6,4,0.5946
AB2_RuleBased,Careless,0,40,0.8281,,6,7,0.7
AB2_RuleBased,Careless,0,40,0.752,,8,6,0.675
AB2_RuleBased,Careless,1,23,0.8832,23,4,4,0.4783
AB2_RuleBased,Careless,1,15,0.859,15,2,2,0.8
AB2_RuleBased,Careless,0,40,0.8027,,8,8,0.575
AB2_RuleBased,Careless,1,27,0.8572,27,5,3,0.4444
AB2_RuleBased,Careless,0,40,0.8133,,8,7,0.6
AB2_RuleBased,Careless,0,40,0.7832,,7,6,0.6
AB2_RuleBased,Careless,0,40,0.7265,,8,7,0.5
AB2_RuleBased,Careless,1,35,0.8541,35,6,5,0.6571
AB2_RuleBased,Careless,1,30,0.8613,30,5,4,0.6
AB2_RuleBased,Careless,1,15,0.8516,15,2,1,0.8667
AB2_RuleBased,Careless,1,21,0.8684,21,3,3,0.8095
AB2_RuleBased,Careless,0,40,0.8096,,7,7,0.675
AB2_RuleBased,Careless,0,40,0.8265,,7,7,0.625
AB2_RuleBased,Careless,1,10,0.8713,10,1,1,0.8
AB2_RuleBased,Careless,1,23,0.8597,23,4,4,0.6522
AB2_RuleBased,Careless,1,19,0.8501,19,3,2,0.7368
AB2_RuleBased,Careless,1,20,0.8876,20,2,1,0.85
AB2_RuleBased,Careless,1,3,0.8524,3,1,1,0.6667
AB2_RuleBased,Careless,0,40,0.7377,,9,7,0.575
AB2_RuleBased,Careless,0,40,0.839,,9,8,0.45
AB2_RuleBased,Careless,0,40,0.8106,,7,7,0.625
AB2_RuleBased,Careless,1,9,0.853,9,1,1,0.8889
AB2_RuleBased,Careless,0,40,0.6561,,8,5,0.675
AB2_RuleBased,Careless,0,40,0.7801,,9,7,0.6
AB2_RuleBased,Careless,0,40,0.839,,7,6,0.7
AB2_RuleBased,Careless,1,35,0.87,35,6,6,0.6571
AB2_RuleBased,Careless,1,19,0.8777,19,3,2,0.5789
AB2_RuleBased,Careless,1,34,0.8548,34,7,5,0.7059
AB2_RuleBased,Careless,0,40,0.6211,,8,2,0.625
AB2_RuleBased,Careless,0,40,0.8182,,8,6,0.725
AB2_RuleBased,Careless,1,20,0.8502,20,4,3,0.65
AB2_RuleBased,Careless,0,40,0.8404,,7,5,0.525
AB2_RuleBased,Careless,0,40,0.7842,,9,8,0.6
AB2_RuleBased,Careless,0,40,0.8153,,8,6,0.725
AB2_RuleBased,Careless,1,5,0.8596,5,1,1,0.8
AB2_RuleBased,Careless,0,40,0.8317,,8,5,0.625
AB2_RuleBased,Careless,1,14,0.8525,14,1,0,0.9286
AB2_RuleBased,Careless,0,40,0.8325,,9,9,0.675
AB2_RuleBased,Careless,1,14,0.8557,14,2,2,0.8571
AB2_RuleBased,Careless,1,36,0.8545,36,6,6,0.6667
AB2_RuleBased,Careless,1,33,0.8655,33,6,3,0.6667
AB2_RuleBased,Careless,1,14,0.8544,14,1,1,0.7857
AB2_RuleBased,Careless,1,20,0.8734,20,3,2,0.65
AB2_RuleBased,Careless,0,40,0.8205,,7,6,0.55
AB2_RuleBased,Careless,0,40,0.8224,,8,6,0.525
AB2_RuleBased,Careless,0,40,0.7384,,8,9,0.45
AB2_RuleBased,Careless,1,33,0.8556,33,8,6,0.4848
AB2_RuleBased,Careless,0,40,0.7887,,8,6,0.65
AB2_RuleBased,Careless,1,27,0.8544,27,5,5,0.5185
AB2_RuleBased,Careless,0,40,0.8214,,8,6,0.55
AB2_RuleBased,Careless,0,40,0.6818,,9,5,0.55
AB2_RuleBased,Careless,1,38,0.8597,38,7,6,0.7632
AB2_RuleBased,Careless,0,40,0.7736,,8,9,0.55
AB2_RuleBased,Careless,0,40,0.7651,,7,7,0.625
AB2_RuleBased,Careless,0,40,0.8163,,7,6,0.625
AB2_RuleBased,Careless,1,19,0.8537,19,3,2,0.6842
AB2_RuleBased,Careless,1,27,0.8503,27,4,3,0.6296
AB2_RuleBased,Careless,1,40,0.8504,40,7,6,0.675
AB2_RuleBased,Careless,1,29,0.8741,29,4,3,0.7931
AB2_RuleBased,Careless,0,40,0.8288,,7,5,0.65
AB2_RuleBased,Careless,0,40,0.7036,,6,6,0.725
AB2_RuleBased,Weak,0,50,0.5703,,11,0,0.62
AB2_RuleBased,Weak,0,50,0.5213,,11,0,0.66
AB2_RuleBased,Weak,0,50,0.6036,,10,0,0.56
AB2_RuleBased,Weak,0,50,0.6722,,9,0,0.54
AB2_RuleBased,Weak,0,50,0.6917,,9,1,0.44
AB2_RuleBased,Weak,0,50,0.4934,,11,0,0.44
AB2_RuleBased,Weak,0,50,0.6656,,9,4,0.7
AB2_RuleBased,Weak,0,50,0.6483,,9,0,0.74
AB2_RuleBased,Weak,0,50,0.6117,,10,0,0.7
AB2_RuleBased,Weak,0,50,0.6796,,10,0,0.64
AB2_RuleBased,Weak,0,50,0.5982,,11,0,0.68
AB2_RuleBased,Weak,0,50,0.6652,,9,1,0.66
AB2_RuleBased,Weak,0,50,0.5771,,10,0,0.68
AB2_RuleBased,Weak,0,50,0.5485,,10,0,0.68
AB2_RuleBased,Weak,0,50,0.5427,,11,0,0.7
AB2_RuleBased,Weak,0,50,0.6213,,10,0,0.78
AB2_RuleBased,Weak,0,50,0.5192,,12,0,0.48
AB2_RuleBased,Weak,0,50,0.5695,,11,0,0.52
AB2_RuleBased,Weak,0,50,0.61,,10,1,0.74
AB2_RuleBased,Weak,0,50,0.5502,,11,0,0.64
AB2_RuleBased,Weak,0,50,0.6744,,9,1,0.78
AB2_RuleBased,Weak,0,50,0.6263,,10,1,0.6
AB2_RuleBased,Weak,0,50,0.6121,,11,0,0.6
AB2_RuleBased,Weak,0,50,0.6006,,11,0,0.64
AB2_RuleBased,Weak,0,50,0.4591,,11,0,0.42
AB2_RuleBased,Weak,0,50,0.6479,,8,0,0.78
AB2_RuleBased,Weak,0,50,0.6323,,10,0,0.66
AB2_RuleBased,Weak,0,50,0.6217,,9,1,0.74
AB2_RuleBased,Weak,0,50,0.5646,,10,0,0.54
AB2_RuleBased,Weak,0,50,0.5973,,11,0,0.68
AB2_RuleBased,Weak,0,50,0.5755,,11,0,0.64
AB2_RuleBased,Weak,0,50,0.5403,,10,0,0.54
AB2_RuleBased,Weak,0,50,0.5577,,12,0,0.38
AB2_RuleBased,Weak,0,50,0.6,,11,0,0.52
AB2_RuleBased,Weak,0,50,0.732,,7,0,0.68
AB2_RuleBased,Weak,0,50,0.5729,,11,0,0.56
AB2_RuleBased,Weak,0,50,0.698,,9,0,0.68
AB2_RuleBased,Weak,0,50,0.644,,10,1,0.78
AB2_RuleBased,Weak,0,50,0.7283,,7,4,0.72
AB2_RuleBased,Weak,0,50,0.6801,,8,0,0.76
AB2_RuleBased,Weak,0,50,0.6667,,10,0,0.7
AB2_RuleBased,Weak,0,50,0.5922,,10,0,0.66
